id_tweet,views,created_at,conversation_id_str,full_text,possibly_sensitive,reply_count,retweet_count,favorite_count,is_blue_verified,default_profile,default_profile_image,description,fast_followers_count,favourites_count,followers_count,location,name,normal_followers_count,screen_name,verified,professional,integridade_usuario
1507045964518932487,,Mon Jun 03 12:30:11 +0000 2019,1507044572290969601,"@Estadao @EstadaoPolitica Precisando de um palanque Buolus? Pede para o chefe da quadrilha, ele tem um sobrando, a claque de aluguel já vem junto: https://t.co/nfJzcsoyfI",False,0,0,0,False,True,False,,0,78762,841,Brasil,EDU,841,CinicoEduardo,False,,4
1348365183597600770,,Wed Oct 07 03:46:49 +0000 2020,1348365183597600770,"Parabéns Buolus,.  Você é o cara..",False,0,0,0,False,True,False,,0,6571,1950,,Valter Vidraçaria,1950,ValterVidraari1,False,,4
1251299206490398721,,Wed Jan 03 23:50:11 +0000 2018,1251154962970640397,@Biakicis Chama o buolus ou o d2,False,0,0,0,False,True,False,Gremista desde sempre!!!! 🏁🇧🇼🇧🇷🇧🇼,0,6488,587,"Sul Brasil, Brasil",Sandro,587,Lecooalex078,False,,4
1394645680359096326,,Thu Mar 11 12:43:30 +0000 2010,1394645680359096326,#BUOLUS: Fraunhofer IBP has developed a ventilated multifunctional curtainwall #façade that contributes to climate resilience and quality of life. https://t.co/jpEjpjB1gU https://t.co/1Cr2nCi6lC,False,0,0,0,False,False,False,Life - Engineering = Science Fiction,0,464,220,Spain,jose maria hernandez,220,jomaher,False,,5
1385359582554435591,,Mon Mar 15 12:13:51 +0000 2021,1385359582554435591,"Ao presidente da Câmara a quem respeito @ArthurLira_ Felipe Neto na Câmara presidente? E sério? Buolus? no meu quintal a bagunça e menor, tá complicado estão perdendo respeito que um dia tiveram( poder legislativo), pena ver o Brasil deste jeito @GeneralGirao @OtoniDepFederal",False,0,0,0,False,True,False,"Adv, empresário 38 anos",0,9,0,,Marlon Lopo,0,lopo_marlon,False,,4
1040326032031723521,,Fri May 26 17:28:25 +0000 2017,1040316573821616128,@TerraNoticiasBR Aqui no Brasil é diferente uns invadem mesmo não é Buolus,False,0,0,1,False,True,False,Ser leal e Deus,0,6680,38,"São Luís, Brasil",Célio Márcio C silva,38,ClioMrcioCsilv3,False,,4
1327782531694006272,,Sat Aug 20 13:17:27 +0000 2011,1327779142406909953,"@juliaduailibi @AndreiaSadi @GloboNews @miriamleitao @MonicaWaldvogel @beltraomaria @flaviaol Está sumida minha rainha,Julia dualibi.amanha vc de sampa e buolus 50",False,0,0,0,False,False,False,"sou NEGRO,compromissado com DEUS, Socialista ANTI facista esquerdista vidas negras importam. Carioca de Fe #naofeminicidio",0,24975,1349,Nova iguacu. Rio de Janeiro,ANGELO PRETO,1349,AngeloMouzinho,False,,5
1590312898504830982,,Sun Jan 24 13:21:11 +0000 2021,1590312898504830982,"Diplomas comprados são piores. Hadhad especialista em comprar diplomas, BUOLUS..",False,0,0,0,False,True,False,"Amo minha familia,amo meu Deus,adoro futebol,faço academia e acompanho a política sou Bolsonaro clamo por justiça",0,4619,50,Porto Alegre RS,Maria Noemia Backes,50,MariaNoemiaBac1,False,,4
1605165009369288704,822,Thu May 26 17:22:08 +0000 2016,1605163451751563264,"@CentralEleicoes Sério, vcs acham q Buolus ou Marina teria condições de ser eleito? Nem os esquerdistas mais doentes acham que vai pra frente isso aí.",False,2,0,20,False,True,False,"Agente duplo do Rei da noite infiltrado no BR para evitar q o Westeros seja tomado pela Putada Comunista em conluio com o Foro de São Paulo, URSAL e China.",0,31145,47,"Brasília, Brasil",AgtKGB_PATRIOTA!! 🇧🇷,47,AgtKGB,False,,4
1333031284059348995,,Wed Oct 07 03:46:49 +0000 2020,1332880262947074049,"@brunocovas Saí fora carniça, Coveiro. Somos todos Buolus",False,0,0,0,False,True,False,,0,6571,1950,,Valter Vidraçaria,1950,ValterVidraari1,False,,4
1027747206063898624,,Mon Oct 12 02:34:50 +0000 2009,1027746739820916737,@Bob_Fernandes Bem melhor que o pinguim @bUolus,False,0,0,0,False,True,False,,0,13740,182,"Campo Verde, Brasil",Marcio Goussain,182,MarcioGoussain,False,,4
1639051496447791104,26,Sat Aug 07 14:35:48 +0000 2010,1638870446358528000,@Ercio_Santos Hahahah ele e o buolus podem dar as mãos kkk,False,0,0,0,False,False,False,Não é da sua conta!,0,19531,203,São Paulo,Vinicius M,203,vinnymartin2010,False,,5
