id_tweet,views,created_at,conversation_id_str,full_text,possibly_sensitive,reply_count,retweet_count,favorite_count,is_blue_verified,default_profile,default_profile_image,description,fast_followers_count,favourites_count,followers_count,location,name,normal_followers_count,screen_name,verified,professional,integridade_usuario
1727305095950581927,730,Thu Sep 02 04:54:35 +0000 2021,1727305095950581927,"Contra a vontade de Lula, Câmara dos Deputados resgatou e aprovou hoje o nosso projeto da carteira de trabalho verde amarela!  Projeto do governo Bolsonaro foi aprovado por 286 a 91 e diminui a burocracia nas contratações do primeiro emprego ou recolocação profissional 🇧🇷",False,1,13,117,True,True,False,"Pagina criada com o intuito de divulgar o trabalho e as opiniões do economista, PhD pela Universidade de Chicago e Ex-Ministro da Economia",0,1121,353866,,Paulo Guedes,353866,PauIoGuedes,False,,7
1727280878215414054,17518,Wed Oct 15 20:53:31 +0000 2008,1727280878215414054,"“Eu não tenho que gostar do presidente do Chile, da Argentina, da Venezuela… Ele não tem que ser meu amigo, ele tem que ser presidente do país dele e eu tenho que ser presidente do meu país”. (Lula) https://t.co/W2Kz5OFFP8",False,87,135,1221,True,False,False,"Acompanhe as atualizações do blog do jornalista Ricardo Noblat, há 19 anos no ar.",0,1010,1234614,,Blog do Noblat,1234614,BlogdoNoblat,False,,6
1727267140959408133,1073,Wed Sep 02 16:21:18 +0000 2009,1727267140959408133,"O único problema político na América do Sul, Lula, é você. https://t.co/R9H5DxJWMk",False,1,2,71,False,False,False,Aristocrata do Rebotalho,0,45025,20721,São Paulo - SP,Martim Vasques da Cunha,20721,martimvasques,False,,5
1727072647253787097,238955,Fri Jan 17 13:43:41 +0000 2014,1727072647253787097,"Enquanto a família de Cleriston chorava sua morte e aguardava a liberação do corpo pelo IML, Lula condecorava o ministro Alexandre de Moraes com a Medalha do Mérito de Rio Branco.  Os poderosos não tem mais qualquer pudor em esconder sua crueldade e descaso com os brasileiros! https://t.co/radCDOvOmJ",False,1499,4917,16195,True,True,False,🇧🇷 Deputado Federal mais votado do Paraná 🟠 Embaixador nacional do @partidonovo30,0,7605,1756186,Curitiba/PR,Deltan Dallagnol,1756186,deltanmd,False,,5
1727300679545552982,4566,Thu Apr 30 17:12:15 +0000 2009,1727300679545552982,"Em 2004, Lula decidiu expulsar do Brasil o jornalista Larry Rother, correspondente do New York Times, em represália a uma reportagem que tratava de seu gosto por bebidas alcoólicas. Recuou diante da má repercussão, mas o espírito da coisa estava revelado. Quase 20 anos depois: https://t.co/2MUJ63wXIp",False,15,131,519,True,True,False,"Paulo Eduardo Martins - Jornalista, ex-deputado federal",0,23452,663868,Curitiba,Paulo Eduardo Martins,663868,PauloMartins10,False,,5
1727279129064812853,15201,Sat Feb 28 02:28:58 +0000 2009,1727279129064812853,Toda minha solidariedade ao Estadão.   Quem acreditou na estória de resgatar a “demogracinha” do Lula era ingênuo ou totalmente infectado por BDS: ‘Bolsonaro Derangement Syndrome’. https://t.co/9QPo01sKoh,False,96,286,1278,True,False,False,"Presidente do @mises_brasil, comentarista da CNN Brasil, fundador da LVM Editora",0,10569,128139,Brazil,Helio Beltrão,128139,heliobeltrao,False,,6
1727232632688144715,81672,Wed Aug 26 19:21:04 +0000 2009,1727232632688144715,"Que gracinha. Dias Toffoli aconselhou Bolsonaro a sair do Brasil sem passar a faixa para Lula depois da eleição do ano passado.   ""Presidente, sua presença na cerimônia de posse só vai mostrar um país dividido, as pessoas vão vaiar"", disse Toffoli ao Bolsonaro depois da eleição.…",False,116,247,1820,True,False,False,"Fiz O Globo, Combate, CQC, A Liga , Pânico e Morning Show. Comentarista do ICL notícias. Apelidado carinhosamente pelo Bolsonaro de Cérebro Mofado.",0,28477,450558,,GugaNoblat,450558,GugaNoblat,False,,6
1726999787374051477,2417255,Wed Jan 31 01:21:57 +0000 2018,1726999787374051477,Governo Lula vai taxar influenciadores digitais em 4% do faturamento bruto https://t.co/iNou4uDEd6,False,1425,3346,31770,True,False,False,Booktuber com ensino médio completo.,0,97032,62216,Localiza ai bebê,Debs,62216,olabocos,False,,6
1727304348118765618,208,Sun Feb 13 04:54:26 +0000 2022,1727304348118765618,🚨 Política: Governo Lula anuncia investimento de R$ 3 bilhões na política de educação inclusiva até 2026 https://t.co/IZ5TFVryCs,False,0,4,23,True,True,False,As principais notícias estão aqui.         Contato : noticiasparalelas@yahoo.com,0,85438,60888,"Rio de Janeiro, Brasil",Notícias Paralelas,60888,NP__Oficial,False,,7
1727270602862395737,8220,Mon Aug 07 21:51:29 +0000 2023,1727270602862395737,"🇧🇷 QUAEST: Avaliação do Governo Lula no Mercado Financeiro  🔴 Negativa: 52% (+5) 🟡 Regular: 39% (-2) 🔵 Positiva: 9% (-3)  🔎 A QUAEST ouviu 100 pessoas (gestores, economistas, analistas e tomadores de decisão das 72 maiores casas de investimento do Rio de Janeiro e de São… https://t.co/7x4eqHUl71",False,23,13,140,True,True,False,A cobertura das eleições municipais brasileiras e das eleições gerais americanas de 2024. Os principais fatos políticos do dia você também vê por aqui.,0,254,8018,,Eleições em Pauta,8018,eleicoesempauta,False,,7
1727296870287044651,1246,Tue Feb 11 12:05:52 +0000 2020,1727296870287044651,"A Polícia Federal acredita que R$ 2,5 milhões de emenda parlamentar de Juscelino Filho, ministro das Comunicações de Lula, tenham ido parar em uma empresa do próprio.  Essa não é a primeira maracutaia descoberta do ministro.  Os comparsas de Lula não surpreendem mesmo!",False,2,34,133,True,True,False,Pré-candidata a Prefeita de São Paulo. Economista. 1a suplente de deputada federal. Diretora do Ministério da Economia (2019),0,3937,24498,,Marina Helena,24498,marinahelenabr,False,,7
1727293477799792659,13648,Fri Sep 18 12:10:25 +0000 2009,1727293477799792659,"Juscelino, o ministro FAVORITO de Lula. https://t.co/931el6GniE",False,38,519,1703,True,True,False,Jornalista. https://t.co/RkKUcrHo8Y O homem que se tornará o Rei dos Piratas 🏴‍☠️ Telegram: https://t.co/pxAM8dIjay,0,17917,1360597,"Brisbane, Austrália",Kim D. Paim,1360597,kimpaim,False,,5
1727298723896791365,4650,Fri Sep 02 16:16:41 +0000 2011,1727298723896791365,"### CÂMARA DESAFIA LULA E APROVA PROJETO DA “CARTEIRA DE TRABALHO VERDE E AMARELA” DE PAULO GUEDES. ### PROJETO DO GOVERNO BOLSONARO FOI APROVADO POR 286 A 91 E DIMINUI A BUROCRACIA NAS CONTRATAÇÕES DO PRIMEIRO EMPREGO OU RECOLOCAÇÃO PROFISSIONAL. . Obrigado, Paulo Guedes.",False,7,75,490,True,False,False,"Empreendedor, Economista, CGA, gestor. Escrevo romances e estudo filosofia e psicologia. Subo montanhas. Sempre com Deus. *TWEETS PODEM SER SENSACIONALISTAS.",0,89836,42598,,J.H. Fonseca,42598,JHFonseca,False,,6
1727297444709330995,1390,Wed Oct 05 23:46:47 +0000 2022,1727297444709330995,"A put@ tá put@ com o Lula , o governo fudeu com ela mais que os seus clientes. Faz o L 🤣 https://t.co/epRTMYtn6K",False,8,14,44,False,True,False,O silêncio do leão é mais aterrorizante do que o deboche das hienas!🇧🇷😎,0,48039,10152,"Goiânia, Brasil",Fernando (Kabulozo),10152,Kabulozocensura,False,,4
1727295865277263997,9415,Sat Mar 17 21:52:22 +0000 2018,1727295865277263997,"Trump envia, desta vez por vídeo e para que o mundo veja, os parabéns a @JMilei pela vitória histórica na Argentina! 🇺🇸🇦🇷  Que Milei consiga resgatar o povo argentino da miséria produzida pela esquerda peronista, aliada de lula e do Foro de SP. https://t.co/rFBDkCxoWT",False,6,122,669,True,False,False,"Dep. Federal (SP),eleita melhor Dep 2019 e 2022 voto popular, gerente de projetos, conservadora, mãe de João e esposa do Coronel Aginaldo, leal ao PR Bolsonaro!",0,245119,2308857,"São Paulo, Brasil",Carla Zambelli,2308857,Zambelli2210,False,,6
1727286905426055263,16713,Fri Sep 18 12:10:25 +0000 2009,1727286905426055263,Esse Lula tá demais hein? https://t.co/Uso5F8PjWR,False,57,424,1710,True,True,False,Jornalista. https://t.co/RkKUcrHo8Y O homem que se tornará o Rei dos Piratas 🏴‍☠️ Telegram: https://t.co/pxAM8dIjay,0,17917,1360597,"Brisbane, Austrália",Kim D. Paim,1360597,kimpaim,False,,5
1727294464572719268,1294,Wed Oct 06 12:35:50 +0000 2021,1727294464572719268,O Brasil na era Lula... https://t.co/ODW4814377,False,5,21,141,True,True,False,Conservador não é quem ainda vive na era vitoriana. É quem preserva caráter e valores. Instagram: defecatinggiantsbrasil AVISO: Minha educação depende da sua.,0,36565,69917,"São Paulo, Brasil",Defecating Giants Brasil,69917,DefecatingB,False,,7
1727073120371298799,5411,Thu Apr 30 16:33:47 +0000 2009,1727073120371298799,Quando o Lula fala com o coração não tem pra ninguém,False,5,141,552,False,False,False,"Professor, jornalista, socialista.",0,78106,75260,Brasil,Ricardo Pereira,75260,ricardope,False,,3
1727120718113202623,4564,Fri Mar 05 22:53:22 +0000 2010,1727120718113202623,"Eu quero ajudar o LULA. Se vc pensa igual, me da um OI que vou te seguir. RT por favor @Nilsonhandebol https://t.co/MT0kGOpXvz",False,38,45,238,False,True,False,Lulista/ Esquerdista/ Petista 🚩,0,16202,7225,Brasil,Juh 🇧🇷🚩⭐,7225,juh_esquerda13,False,,4
1727299514091151489,359,Sat Sep 18 18:46:46 +0000 2021,1727299514091151489,"Em 2022, com Bolsonaro e Paulo Guedes, o Brasil voltava a figurar entre as 10 maiores economias do mundo, PIB supera 6 países do G7, e a taxa de desemprego cai abaixo dos 2 dígitos desde a era PT!  Mas para o ISENTÃO FDP, Bolsonaro era agressivo e tão nocivo qto Lula... Imbecis! https://t.co/urGWH0a0fG",False,0,5,12,False,True,False,"💯%SDV/Brasileira, gaúcha, direitista, conservadora e gremista!🇧🇷💚🇪🇪 🚫NOT DM",0,109252,35920,"Porto Alegre, Brasil✌️🏻",𝔈𝔰𝔱𝔢𝔯𝔅𝔄𝔟𝔯𝔞𝔥𝔞𝔬🇧🇷🤝🏻🇮🇱,35920,EsterBrAbr,False,,4
1727214629007585751,4881,Sun May 09 21:22:34 +0000 2021,1727214629007585751,AGORA O LULA CAI 😂😂😂 https://t.co/RRBQVeWpC9,False,68,42,284,False,True,False,"Pastor, ateu, CORINTIANO MALOQUEIRO E SOFREDOR,já fui jogador de caxeta e sou diabético",0,41374,14081,"São Paulo, Brasil",Pastor Mala 🇧🇷 🇵🇸֍,14081,Prmalaoficial,False,,4
1727304137610592751,168,Tue Sep 03 18:05:58 +0000 2019,1727304137610592751,A quadrilha do Lula transformou o Rio de Janeiro em terra arrasada  As consequências da ação dessa quadrilha destruiu o Estado  A Violência incentivada com a omissão da corrupção transformou o RJ em um inferno https://t.co/aTncTcBreJ,False,1,2,7,False,True,False,,0,113707,10974,,Leonidas Farias,10974,farias_leonidas,False,,4
1727273545372406264,1277,Thu Mar 21 01:45:59 +0000 2013,1727273545372406264,É sempre bom lembrar que o Sr. Estadão colocou o Lula no poder. https://t.co/J7jvTGWe1q,False,2,15,67,False,True,False,,0,1775,3738,,Ramon A. Lage 🥊,3738,Ramon4lan,False,,4
1727064274911076378,142982,Mon May 13 01:02:26 +0000 2019,1727064274911076378,Lula taxando os Youtubers que fizeram o L https://t.co/xAwdOKD3Nl,False,82,1173,7812,True,True,False,"low quality memes / guitar / IT /👑 Jesus 👑 segue esse canal, se tiver coragem https://t.co/5eWpFCzxBx",0,95316,48987,,sasha,48987,lobotosasha,False,,5
1727002843301945854,22283,Sun Apr 19 17:53:39 +0000 2009,1727002843301945854,A Lava Jato revelou esquemas de corrupção coordenados com Angola e Moçambique.  O brasileiro pagou a conta.  É isso que Lula quer retomar. https://t.co/G76lokwA6g,False,6,142,1234,True,False,False,"Libertário. Bardo do capitalismo. Fundador do Ideias Radicais, Co-Fundador da @setteeio. Sim, tem trema no e.",0,25738,165043,"São Paulo, Brasil",Raphaël Lima,165043,Ideias_Radicais,False,,6
1727270690829582569,7989,Fri Jun 27 00:16:00 +0000 2008,1727270690829582569,Só 9% do pessoal do mercado financeiro aprova Lula https://t.co/T8pb7yh68l,False,93,48,401,True,False,False,Autor de “A Arte de Ressuscitar” (2024),0,387,1114845,"Venezia, Veneto",diogomainardi,1114845,diogomainardi,False,,8
1727272061251584401,13472,Sun Feb 17 09:59:21 +0000 2019,1727272061251584401,"Só foi o Lula ser eleito que bolsonaristas começaram a enxergar fogo na Amazônia, a enxergar que presos precisam de direitos humanos, a enxergar que existe fome, miséria e desemprego no País. Até o ano passado era tudo invenção comunista, né?",False,62,409,2032,True,True,False,"Geógrafo         Reflexões sociais críticas, curtas e diretas",0,193753,117291,,Pedro Ronchi,117291,PedroRonchi2,False,,5
1727072878451921285,22527,Tue Oct 21 01:39:05 +0000 2014,1727072878451921285,Quer dizer que o Lula vai taxar em 4% os influencers? 🤔  Queria saber a opinião desses aqui 👇🤣 https://t.co/Uin8UE1UY4,False,134,375,1909,True,False,False,"🇧🇷 Vereador de São Paulo; Corregedor-Geral da Câmara; Economia de R$ 111,515 BILHÕES; Advogado; Pres. da Comissão Política Urbana; 📱11 91199-5511",0,3894,133131,São Paulo,Rubinho Nunes,133131,RubinhoNunes,False,,6
1727266762675155359,11893,Fri Jun 27 00:16:00 +0000 2008,1727266762675155359,Já estão apostando que Lula não chega inteiro a 2026 https://t.co/PCYSJZkjKe,False,87,40,490,True,False,False,Autor de “A Arte de Ressuscitar” (2024),0,387,1114845,"Venezia, Veneto",diogomainardi,1114845,diogomainardi,False,,8
1727292660136980890,6981,Fri Sep 18 12:10:25 +0000 2009,1727292660136980890,"Lula DERRETEU em Pesquisa e Haddad vem com CONTABILIDADE CRIATIVA + Bolsonaro, Tributária e Direita. https://t.co/m2XdHwDo2q https://t.co/S40qUU9cWU",False,14,180,537,True,True,False,Jornalista. https://t.co/RkKUcrHo8Y O homem que se tornará o Rei dos Piratas 🏴‍☠️ Telegram: https://t.co/pxAM8dIjay,0,17917,1360597,"Brisbane, Austrália",Kim D. Paim,1360597,kimpaim,False,,5
1727300614508703986,183,Thu Jun 11 05:15:53 +0000 2020,1727300614508703986,"O Estadão alimentou um monstro, fez campanha para lula. A semeadura dá para escolher a colheita não. Pensaram que ficariam de fora da perseguição da ""democracia relativa"". Ninguém ficará, exceto os idiotas úteis,enquanto forem úteis, claro. https://t.co/JXq9f2EgAn",False,0,3,13,False,True,False,"Patriota, defendo os valores e princípios de Deus, pátria, família e liberdade. 🇧🇷 perfil2👇🏼 https://t.co/8H5r3dk4NL",0,44519,26977,"São Paulo, Brasil",Pri Rodrigues 🇧🇷☭⃠,26977,pri_rodriguess_,False,,4
1727033407580872849,153602,Wed Oct 14 04:02:43 +0000 2009,1727033407580872849,"Enquanto Cleriston era velado, Alexandre de Moraes era condecorado por lula. Se o Senado não aceitar o impeachment do ministro, também será responsável por essa tragédia contra um pai de família e a democracia. https://t.co/nKppggvGIm",False,1062,5193,16314,True,False,False,Deputado Federal reeleito pelo RJ / Líder da oposição na Câmara dos Deputados,0,16838,1151473,Niterói - Rio de Janeiro,Carlos Jordy,1151473,carlosjordy,False,,6
1727288711254036607,782,Thu Feb 16 12:49:17 +0000 2023,1727288711254036607,eu qnd o lula comprar a argentina por dois centavos https://t.co/GYrepYvQhw,False,0,2,11,False,True,False,sou a llyn @coca4ndcherry,0,2447,96,,eve,96,sweetpaperbag,False,,4
1726987779798905005,126,Thu Jul 30 15:55:45 +0000 2009,1726987779798905005,"Lula sempre esteve ao lado de terroristas e ditadores, e verdade seja dita, ele nunca enganou ninguém sobre isso. https://t.co/3UouaJV4on",False,0,9,8,False,False,False,⚖️ Joaquim Branco Neto 𝕏 🇧🇷 #DIREITA 𝕏 🙋‍♂️ #CONSERVADOR 𝕏 😎 #ODEIO_ESQUERDA 𝕏 🙏 #BRASIL acima de tudo 𝕏 🙏 #DEUS acima de todos 𝕏,0,37541,10911,"Brasília, Brasil",🇧🇷 🇮🇱 JB Neto (João 8:32) - 𝕏,10911,ceajur_jobneto,False,,5
